 [2023-03-21 11:36:26,230] Pre-Condition- Step 01: Open browser and navigate to website
 [2023-04-04 11:44:11,586] Order_01 - Step 06: Click to 'Add to cart' button
 [2023-04-04 11:44:11,900] Order_01 - Step 07: Verify product added to shopping cart message is displayed
 [2023-04-04 11:44:12,075] Order_01 - Step 08: Close product added to shopping cart message
 [2023-04-04 11:44:12,372] Order_01 - Step 09: Click to 'Shopping cart' link
 [2023-04-04 11:44:24,095] Order_01 - Step 10: Verify product is displayed in shopping cart
 [2023-04-04 11:44:24,213] Order_01 - Step 11: Verify product Info is displayed in shopping cart
 [2023-04-04 11:44:24,315] Order_01 - Step 12: Verify product Price is displayed in shopping cart
 [2023-04-04 11:44:24,431] Order_02 - Step 01: Click to 'Edit'
 [2023-04-04 11:44:26,393] Order_01 - Step 02: Select '2.2 GHz Intel Pentium Dual-Core E2200' in 'Processor' dropdown
 [2023-04-04 11:44:26,708] Order_02 - Step 03: Select '4GB [+$20.00]' in 'RAM' dropdown
 [2023-04-04 11:44:27,017] Order_02 - Step 04: Check to '320 GB'
 [2023-04-04 11:44:27,364] Order_02 - Step 05: Check to 'Vista Home [+$50.00]'
 [2023-04-04 11:44:27,630] Order_02 - Step 06: Uncheck 'Acrobat Reader [+$10.00]' and 'Total Commander [+$5.00]' checkbox
 [2023-04-04 11:44:28,240] Order_02 - Step 07: Enter product number is '2'
 [2023-04-04 11:44:28,408] Order_02 - Step 08: Verify price is '$1,320.00'
 [2023-04-04 11:44:28,491] Order_02 - Step 09: Click to 'Add to cart' button
 [2023-04-04 11:44:28,785] Order_02 - Step 10: Verify product added to shopping cart message is displayed
 [2023-04-04 11:44:28,967] Order_02 - Step 11: Close product added to shopping cart message
 [2023-04-04 11:44:29,255] Order_02 - Step 12: Click to 'Shopping cart' link
 [2023-04-04 11:44:40,894] Order_02 - Step 13: Verify product is displayed in shopping cart
 [2023-04-04 11:44:41,018] Order_02 - Step 14: Verify product Info is displayed in shopping cart
 [2023-04-04 11:44:41,113] Order_02 - Step 14: Verify 'Total' is '$2,640.00'
 [2023-04-04 11:44:41,221] Order_03 - Step 01: Click to 'Remove' button
 [2023-04-04 11:44:42,765] Order_03 - Step 02: Verify message is displayed
 [2023-04-04 11:44:42,878] Order_03 - Step 03: Verify product is not displayed
 [2023-04-04 11:45:07,984] Order_04 - Step 01: Navigate to Home page
 [2023-04-04 11:45:08,489] Order_04 - Step 02: Select 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-04 11:45:12,180] Order_04 - Step 03: Click to 'Add to cart' button
 [2023-04-04 11:45:12,486] Order_04 - Step 04: Close product added to shopping cart message
 [2023-04-04 11:45:12,847] Order_04 - Step 05: Click to 'Shopping cart' link
 [2023-04-04 11:45:24,502] Order_04 - Step 06: Enter to 'Qty.'
 [2023-04-04 11:45:24,706] Order_04 - Step 07: Click to 'Update shopping cart'
 [2023-04-04 11:45:25,273] Order_02 - Step 08: Verify 'Total' is '$2,500.00'
 [2023-04-04 11:45:25,374] Order_03 - Step 09: Click to 'Remove' button
 [2023-04-04 11:45:26,900] Order_05 - Step 01: Navigate to Home page
 [2023-04-04 11:45:27,390] Order_05 - Step 02: Select 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-04 11:45:30,959] Order_05 - Step 03: Click to 'Add to cart' button
 [2023-04-04 11:45:31,237] Order_05 - Step 04: Close product added to shopping cart message
 [2023-04-04 11:45:31,605] Order_05 - Step 05: Click to 'Shopping cart' link
 [2023-04-04 11:45:43,269] Order_05 - Step 06: Click to 'Estimate shipping'
 [2023-04-04 11:45:43,597] Order_05 - Step 07: Verify Shipping Popup is displayed
 [2023-04-04 11:45:43,710] Order_05 - Step 08: Select 'Viet Nam' in Shipping Popup dropdown
 [2023-04-04 11:45:44,052] Order_05 - Step 09: Enter to 'Zip/ postal code' textbox
 [2023-04-04 11:45:44,176] Order_05 - Step 10: Check to 'Next Day Air' radio
 [2023-04-04 11:45:46,070] Order_05 - Step 11: Check to 'Next Day Air' radio
 [2023-04-04 11:45:46,372] Order_05 - Step 12: Verify Shipping Popup is not displayed
 [2023-04-04 11:45:46,488] Order_05 - Step 13: Check to 'Term of service' checkbox
 [2023-04-04 11:45:47,347] Order_05 - Step 14: Click to 'Checkout' button
 [2023-04-04 11:45:48,504] Order_05 - Step 15: Enter to 'Firstname' textbox with value : 'Auto'
 [2023-04-04 11:45:48,652] Order_05 - Step 16: Enter to 'Lastname' textbox with value : 'Test'
 [2023-04-04 11:45:48,797] Order_05 - Step 17: Enter to 'Email' textbox with value : 'johnwick111222@gmail.com'
 [2023-04-04 11:45:49,013] Order_05 - Step 18: Select 'Viet Nam' in Country dropdown
 [2023-04-04 11:45:49,376] Order_05 - Step 19: Enter to 'City' textbox with value : 'Ho Chi Minh'
 [2023-04-04 11:45:49,497] Order_05 - Step 20: Enter to 'Address 1' textbox with value : 'Go Vap District'
 [2023-04-04 11:45:49,645] Order_05 - Step 21: Enter to 'Zip / postal code' textbox with value : '000000000'
 [2023-04-04 11:45:49,791] Order_05 - Step 22: Enter to 'Phone number' textbox with value : '0987654321'
 [2023-04-04 11:45:49,939] Order_05 - Step 23: Click to 'Continue' button
 [2023-04-04 11:45:50,219] Order_05 - Step 24: Check to '2nd Day Air ($0.00)' radio button
 [2023-04-04 11:45:50,607] Order_05 - Step 25: Click to 'Continue' button
 [2023-04-04 11:45:50,921] Order_05 - Step 26: Check to 'Check / Money Order' radio button
 [2023-04-04 11:45:51,086] Order_05 - Step 27: Click to 'Continue' button
 [2023-04-04 11:45:51,397] Order_05 - Step 28: Verify payment information is displayed
 [2023-04-04 11:45:52,057] Order_05 - Step 29: Click to 'Continue' button
 [2023-04-04 11:45:52,349] Order_05 - Step 30: Verify 'Name' in 'Billing Address' is 'Auto Test'
 [2023-04-04 11:45:52,534] Order_05 - Step 31: Verify 'Email' in 'Billing Address' is 'johnwick111222@gmail.com'
 [2023-04-04 11:45:52,621] Order_05 - Step 32: Verify 'Phone' in 'Billing Address' is '0987654321'
 [2023-04-04 11:45:52,714] Order_05 - Step 33: Verify 'Address' in 'Billing Address' is 'Go Vap District'
 [2023-04-04 11:45:52,809] Order_05 - Step 34: Verify 'City Stale Zip' in 'Billing Address' is 'Ho Chi Minh,000000000'
 [2023-04-04 11:45:52,898] Order_05 - Step 35: Verify 'Country' in 'Billing Address' is 'Viet Nam'
 [2023-04-04 11:45:52,987] Order_05 - Step 36: Verify 'Payment' in 'Billing Address' is 'Check / Money Order'
 [2023-04-04 11:45:53,095] Order_05 - Step 37: Verify 'Name' in 'Shipping Address' is 'Auto Test'
 [2023-04-04 11:45:53,187] Order_05 - Step 38: Verify 'Email' in 'Shipping Address' is 'johnwick111222@gmail.com'
 [2023-04-04 11:45:53,309] Order_05 - Step 39: Verify 'Phone' in 'Shipping Address' is '0987654321'
 [2023-04-04 11:45:53,399] Order_05 - Step 40: Verify 'Address' in 'Shipping Address' is 'Go Vap District'
 [2023-04-04 11:45:53,495] Order_05 - Step 41: Verify 'City Stale Zip' in 'Shipping Address' is 'Ho Chi Minh,000000000'
 [2023-04-04 11:45:53,580] Order_05 - Step 42: Verify 'Country' in 'Shipping Address' is 'Viet Nam'
 [2023-04-04 11:45:53,657] Order_05 - Step 43: Verify 'Shipping' in 'Shipping Address' is '2nd Day Air'
 [2023-04-04 11:45:53,746] Order_05 - Step 44: Verify 'SKU' is displayed
 [2023-04-04 11:46:03,852] Order_05 - Step 45: Verify 'Product name' is displayed
 [2023-04-04 11:46:03,937] Order_05 - Step 46: Verify 'Price' is displayed
 [2023-04-04 11:46:04,021] Order_05 - Step 47: Verify 'Qty.' is displayed
 [2023-04-04 11:46:04,133] Order_05 - Step 48: Verify 'Total price' is displayed
 [2023-04-04 11:46:04,231] Order_05 - Step 49: Verify 'Sub-total price' is displayed
 [2023-04-04 11:46:14,331] Order_05 - Step 50: Verify 'Shipping price' is displayed
 [2023-04-04 11:46:14,430] Order_05 - Step 51: Verify 'Tax price' is displayed
 [2023-04-04 11:46:14,528] Order_05 - Step 52: Verify 'Total price' is displayed
 [2023-04-04 11:46:14,626] Order_05 - Step 53: Click to 'Confirm' button
 [2023-04-04 11:46:14,921] Order_05 - Step 54: Verify success message and order number is displayed
 [2023-04-04 11:46:15,727] Order_05 - Step 55: Navigate to 'My Account' page
 [2023-04-04 11:46:16,207] Order_05 - Step 56: Click to 'Orders' link in menu
 [2023-04-04 11:46:16,700] Order_05 - Step 57: Verify order number is displayed
 [2023-04-04 11:46:16,770] Order_05 - Step 58: Click to 'Details' button
 [2023-04-04 11:46:17,303] Order_05 - Step 59: Verify 'Order Number' is displayed
 [2023-04-04 11:46:17,372] Order_05 - Step 60: Verify 'Order Date' is displayed
 [2023-04-04 11:46:17,459] Order_05 - Step 61: Verify 'Order Status' is displayed
 [2023-04-04 11:46:17,552] Order_05 - Step 62: Verify 'Order Total' is displayed
 [2023-04-04 11:46:17,653] Order_05 - Step 63: Verify 'Name' in 'Billing Address' is 'Auto Test'
 [2023-04-04 11:46:17,760] Order_05 - Step 64: Verify 'Email' in 'Billing Address' is 'johnwick111222@gmail.com'
 [2023-04-04 11:46:17,844] Order_05 - Step 65: Verify 'Phone' in 'Billing Address' is '0987654321'
 [2023-04-04 11:46:17,942] Order_05 - Step 66: Verify 'Address' in 'Billing Address' is 'Go Vap District'
 [2023-04-04 11:46:18,043] Order_05 - Step 67: Verify 'City Stale Zip' in 'Billing Address' is 'Ho Chi Minh,000000000'
 [2023-04-04 11:46:18,135] Order_05 - Step 68: Verify 'Country' in 'Billing Address' is 'Viet Nam'
 [2023-04-04 11:46:18,232] Order_05 - Step 69: Verify 'Payment Method' in 'Billing Address' is 'Check / Money Order'
 [2023-04-04 11:46:18,320] Order_05 - Step 70: Verify 'Payment Statuc' in 'Billing Address' is 'Pending'
 [2023-04-04 11:46:18,415] Order_05 - Step 71: Verify 'Name' in 'Shipping Address' is 'Auto Test'
 [2023-04-04 11:46:18,515] Order_05 - Step 72: Verify 'Email' in 'Shipping Address' is 'johnwick111222@gmail.com'
 [2023-04-04 11:46:18,607] Order_05 - Step 73: Verify 'Phone' in 'Shipping Address' is '0987654321'
 [2023-04-04 11:46:18,696] Order_05 - Step 74: Verify 'Address' in 'Shipping Address' is 'Go Vap District'
 [2023-04-04 11:46:18,792] Order_05 - Step 75: Verify 'City Stale Zip' in 'Shipping Address' is 'Ho Chi Minh,000000000'
 [2023-04-04 11:46:18,888] Order_05 - Step 76: Verify 'Country' in 'Shipping Address' is 'Viet Nam'
 [2023-04-04 11:46:18,984] Order_05 - Step 77: Verify 'Shipping Method' in 'Shipping Address' is '2nd Day Air'
 [2023-04-04 11:46:19,078] Order_05 - Step 78: Verify 'Shipping Status' in 'Shipping Address' is displayed
 [2023-04-04 11:46:19,175] Order_05 - Step 79: Verify 'SKU' is displayed
 [2023-04-04 11:46:29,281] Order_05 - Step 80: Verify 'Product name' is displayed
 [2023-04-04 11:46:29,391] Order_05 - Step 81: Verify 'Price' is displayed
 [2023-04-04 11:46:29,501] Order_05 - Step 82: Verify 'Quantity' is displayed
 [2023-04-04 11:46:29,598] Order_05 - Step 83: Verify 'Total price' is displayed ''
 [2023-04-04 11:46:29,711] Order_05 - Step 84: Verify 'Sub-total price' is displayed ''
 [2023-04-04 11:46:39,839] Order_05 - Step 85: Verify 'Shipping price' is displayed ''
 [2023-04-04 11:46:49,886] OS name = windows 11
 [2023-04-04 11:46:49,886] Driver instance name = firefoxdriver: firefox on windows (42a2bd4e-6654-4d08-aa90-243fa6dc097e)
 [2023-04-04 11:47:39,535] Pre-Condition- Step 01: Open browser and navigate to website
 [2023-04-04 11:47:44,531] Pre-Condition - Step 02: Click to 'Register' link
 [2023-04-04 11:47:45,662] Pre-Condition - Step 03: Enter to Firstname textbox with value 'ABC'
 [2023-04-04 11:47:45,788] Pre-Condition - Step 04: Enter to Lastname textbox with value 'XYZ'
 [2023-04-04 11:47:45,910] Pre-Condition - Step 05: Enter to Email textbox with value 'automationvn59534@gmail.com'
 [2023-04-04 11:47:46,031] Pre-Condition - Step 06: Enter to Password textbox with value '0000000000'
 [2023-04-04 11:47:46,174] Pre-Condition - Step 07: Enter to Confirm Password textbox with value '0000000000'
 [2023-04-04 11:47:46,304] Pre-Condition - Step 08: Click to 'Register' button
 [2023-04-04 11:47:47,096] Pre-Condition- Step 09: Navigate to 'Login' page
 [2023-04-04 11:47:47,618] Pre-Condition - Step 10: Enter to  Email textbox with value 'automationvn59534@gmail.com' 
 [2023-04-04 11:47:47,756] Pre-Condition - Step 11: Enter to  Password textbox with value '0000000000'
 [2023-04-04 11:47:47,872] Pre-Condition - Step 12: Click to 'Login' button
 [2023-04-04 11:47:48,584] Pre-Condition - Step 13: Select 'Build your own computer'
 [2023-04-04 11:47:52,443] Order_01 - Step 01: Select '2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00]' in 'Processor' dropdown
 [2023-04-04 11:47:52,519] Order_01 - Step 02: Select '8GB [+$60.00]' in 'RAM' dropdown
 [2023-04-04 11:47:52,855] Order_01 - Step 03: Check to '400 GB [+$100.00]'
 [2023-04-04 11:47:53,207] Order_01 - Step 04: Check to 'Vista Premium [+$60.00]'
 [2023-04-04 11:47:53,568] Order_01 - Step 05: Check all 'Software ' checkbox
 [2023-04-04 11:47:54,272] Order_01 - Step 06: Click to 'Add to cart' button
 [2023-04-04 11:47:54,596] Order_01 - Step 07: Verify product added to shopping cart message is displayed
 [2023-04-04 11:47:54,760] Order_01 - Step 08: Close product added to shopping cart message
 [2023-04-04 11:47:55,042] Order_01 - Step 09: Click to 'Shopping cart' link
 [2023-04-04 11:48:06,770] Order_01 - Step 10: Verify product is displayed in shopping cart
 [2023-04-04 11:48:06,906] Order_01 - Step 11: Verify product Info is displayed in shopping cart
 [2023-04-04 11:48:07,003] Order_01 - Step 12: Verify product Price is displayed in shopping cart
 [2023-04-04 11:48:07,115] Order_02 - Step 01: Click to 'Edit'
 [2023-04-04 11:48:09,156] Order_01 - Step 02: Select '2.2 GHz Intel Pentium Dual-Core E2200' in 'Processor' dropdown
 [2023-04-04 11:48:09,488] Order_02 - Step 03: Select '4GB [+$20.00]' in 'RAM' dropdown
 [2023-04-04 11:48:09,819] Order_02 - Step 04: Check to '320 GB'
 [2023-04-04 11:48:10,135] Order_02 - Step 05: Check to 'Vista Home [+$50.00]'
 [2023-04-04 11:48:10,444] Order_02 - Step 06: Uncheck 'Acrobat Reader [+$10.00]' and 'Total Commander [+$5.00]' checkbox
 [2023-04-04 11:48:11,105] Order_02 - Step 07: Enter product number is '2'
 [2023-04-04 11:48:11,286] Order_02 - Step 08: Verify price is '$1,320.00'
 [2023-04-04 11:48:11,381] Order_02 - Step 09: Click to 'Add to cart' button
 [2023-04-04 11:48:11,692] Order_02 - Step 10: Verify product added to shopping cart message is displayed
 [2023-04-04 11:48:11,889] Order_02 - Step 11: Close product added to shopping cart message
 [2023-04-04 11:48:12,180] Order_02 - Step 12: Click to 'Shopping cart' link
 [2023-04-04 11:48:23,866] Order_02 - Step 13: Verify product is displayed in shopping cart
 [2023-04-04 11:48:23,974] Order_02 - Step 14: Verify product Info is displayed in shopping cart
 [2023-04-04 11:48:24,062] Order_02 - Step 14: Verify 'Total' is '$2,640.00'
 [2023-04-04 11:48:24,158] Order_03 - Step 01: Click to 'Remove' button
 [2023-04-04 11:48:25,675] Order_03 - Step 02: Verify message is displayed
 [2023-04-04 11:48:25,775] Order_03 - Step 03: Verify product is not displayed
 [2023-04-04 11:48:50,894] Order_04 - Step 01: Navigate to Home page
 [2023-04-04 11:48:51,381] Order_04 - Step 02: Select 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-04 11:48:54,984] Order_04 - Step 03: Click to 'Add to cart' button
 [2023-04-04 11:48:55,269] Order_04 - Step 04: Close product added to shopping cart message
 [2023-04-04 11:48:55,641] Order_04 - Step 05: Click to 'Shopping cart' link
 [2023-04-04 11:49:07,308] Order_04 - Step 06: Enter to 'Qty.'
 [2023-04-04 11:49:07,487] Order_04 - Step 07: Click to 'Update shopping cart'
 [2023-04-04 11:49:08,013] Order_02 - Step 08: Verify 'Total' is '$2,500.00'
 [2023-04-04 11:49:08,115] Order_03 - Step 09: Click to 'Remove' button
 [2023-04-04 11:49:10,157] Order_05 - Step 01: Navigate to Home page
 [2023-04-04 11:49:10,642] Order_05 - Step 02: Select 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-04 11:49:14,289] Order_05 - Step 03: Click to 'Add to cart' button
 [2023-04-04 11:49:14,628] Order_05 - Step 04: Close product added to shopping cart message
 [2023-04-04 11:49:14,989] Order_05 - Step 05: Click to 'Shopping cart' link
 [2023-04-04 11:49:26,650] Order_05 - Step 06: Click to 'Estimate shipping'
 [2023-04-04 11:49:27,000] Order_05 - Step 07: Verify Shipping Popup is displayed
 [2023-04-04 11:49:27,092] Order_05 - Step 08: Select 'Viet Nam' in Shipping Popup dropdown
 [2023-04-04 11:49:27,442] Order_05 - Step 09: Enter to 'Zip/ postal code' textbox
 [2023-04-04 11:49:27,562] Order_05 - Step 10: Check to 'Next Day Air' radio
 [2023-04-04 11:49:29,462] Order_05 - Step 11: Check to 'Next Day Air' radio
 [2023-04-04 11:49:29,761] Order_05 - Step 12: Verify Shipping Popup is not displayed
 [2023-04-04 11:49:29,928] Order_05 - Step 13: Check to 'Term of service' checkbox
 [2023-04-04 11:49:30,785] Order_05 - Step 14: Click to 'Checkout' button
 [2023-04-04 11:49:31,972] Order_05 - Step 15: Enter to 'Firstname' textbox with value : 'Auto'
 [2023-04-04 11:49:32,103] Order_05 - Step 16: Enter to 'Lastname' textbox with value : 'Test'
 [2023-04-04 11:49:32,267] Order_05 - Step 17: Enter to 'Email' textbox with value : 'johnwick111222@gmail.com'
 [2023-04-04 11:49:32,504] Order_05 - Step 18: Select 'Viet Nam' in Country dropdown
 [2023-04-04 11:49:32,867] Order_05 - Step 19: Enter to 'City' textbox with value : 'Ho Chi Minh'
 [2023-04-04 11:49:33,018] Order_05 - Step 20: Enter to 'Address 1' textbox with value : 'Go Vap District'
 [2023-04-04 11:49:33,133] Order_05 - Step 21: Enter to 'Zip / postal code' textbox with value : '000000000'
 [2023-04-04 11:49:33,306] Order_05 - Step 22: Enter to 'Phone number' textbox with value : '0987654321'
 [2023-04-04 11:49:33,447] Order_05 - Step 23: Click to 'Continue' button
 [2023-04-04 11:49:33,761] Order_05 - Step 24: Check to '2nd Day Air ($0.00)' radio button
 [2023-04-04 11:49:34,154] Order_05 - Step 25: Click to 'Continue' button
 [2023-04-04 11:49:34,453] Order_05 - Step 26: Check to 'Check / Money Order' radio button
 [2023-04-04 11:49:34,578] Order_05 - Step 27: Click to 'Continue' button
 [2023-04-04 11:49:34,867] Order_05 - Step 28: Verify payment information is displayed
 [2023-04-04 11:49:35,516] Order_05 - Step 29: Click to 'Continue' button
 [2023-04-04 11:49:35,805] Order_05 - Step 30: Verify 'Name' in 'Billing Address' is 'Auto Test'
 [2023-04-04 11:49:35,972] Order_05 - Step 31: Verify 'Email' in 'Billing Address' is 'johnwick111222@gmail.com'
 [2023-04-04 11:49:36,069] Order_05 - Step 32: Verify 'Phone' in 'Billing Address' is '0987654321'
 [2023-04-04 11:49:36,175] Order_05 - Step 33: Verify 'Address' in 'Billing Address' is 'Go Vap District'
 [2023-04-04 11:49:36,272] Order_05 - Step 34: Verify 'City Stale Zip' in 'Billing Address' is 'Ho Chi Minh,000000000'
 [2023-04-04 11:49:36,358] Order_05 - Step 35: Verify 'Country' in 'Billing Address' is 'Viet Nam'
 [2023-04-04 11:49:36,450] Order_05 - Step 36: Verify 'Payment' in 'Billing Address' is 'Check / Money Order'
 [2023-04-04 11:49:36,543] Order_05 - Step 37: Verify 'Name' in 'Shipping Address' is 'Auto Test'
 [2023-04-04 11:49:36,653] Order_05 - Step 38: Verify 'Email' in 'Shipping Address' is 'johnwick111222@gmail.com'
 [2023-04-04 11:49:36,747] Order_05 - Step 39: Verify 'Phone' in 'Shipping Address' is '0987654321'
 [2023-04-04 11:49:36,837] Order_05 - Step 40: Verify 'Address' in 'Shipping Address' is 'Go Vap District'
 [2023-04-04 11:49:36,929] Order_05 - Step 41: Verify 'City Stale Zip' in 'Shipping Address' is 'Ho Chi Minh,000000000'
 [2023-04-04 11:49:37,017] Order_05 - Step 42: Verify 'Country' in 'Shipping Address' is 'Viet Nam'
 [2023-04-04 11:49:37,093] Order_05 - Step 43: Verify 'Shipping' in 'Shipping Address' is '2nd Day Air'
 [2023-04-04 11:49:37,198] Order_05 - Step 44: Verify 'SKU' is displayed
 [2023-04-04 11:49:47,330] Order_05 - Step 45: Verify 'Product name' is displayed
 [2023-04-04 11:49:47,410] Order_05 - Step 46: Verify 'Price' is displayed
 [2023-04-04 11:49:47,490] Order_05 - Step 47: Verify 'Qty.' is displayed
 [2023-04-04 11:49:47,570] Order_05 - Step 48: Verify 'Total price' is displayed
 [2023-04-04 11:49:47,670] Order_05 - Step 49: Verify 'Sub-total price' is displayed
 [2023-04-04 11:49:57,793] Order_05 - Step 50: Verify 'Shipping price' is displayed
 [2023-04-04 11:49:57,913] Order_05 - Step 51: Verify 'Tax price' is displayed
 [2023-04-04 11:49:57,963] Order_05 - Step 52: Verify 'Total price' is displayed
 [2023-04-04 11:49:58,023] Order_05 - Step 53: Click to 'Confirm' button
 [2023-04-04 11:49:58,303] Order_05 - Step 54: Verify success message and order number is displayed
 [2023-04-04 11:49:59,123] Order_05 - Step 55: Navigate to 'My Account' page
 [2023-04-04 11:49:59,553] Order_05 - Step 56: Click to 'Orders' link in menu
 [2023-04-04 11:50:00,017] Order_05 - Step 57: Verify order number is displayed
 [2023-04-04 11:50:00,089] Order_05 - Step 58: Click to 'Details' button
 [2023-04-04 11:50:00,623] Order_05 - Step 59: Verify 'Order Number' is displayed
 [2023-04-04 11:50:00,703] Order_05 - Step 60: Verify 'Order Date' is displayed
 [2023-04-04 11:50:00,782] Order_05 - Step 61: Verify 'Order Status' is displayed
 [2023-04-04 11:50:00,884] Order_05 - Step 62: Verify 'Order Total' is displayed
 [2023-04-04 11:50:00,964] Order_05 - Step 63: Verify 'Name' in 'Billing Address' is 'Auto Test'
 [2023-04-04 11:50:01,048] Order_05 - Step 64: Verify 'Email' in 'Billing Address' is 'johnwick111222@gmail.com'
 [2023-04-04 11:50:01,152] Order_05 - Step 65: Verify 'Phone' in 'Billing Address' is '0987654321'
 [2023-04-04 11:50:01,259] Order_05 - Step 66: Verify 'Address' in 'Billing Address' is 'Go Vap District'
 [2023-04-04 11:50:01,356] Order_05 - Step 67: Verify 'City Stale Zip' in 'Billing Address' is 'Ho Chi Minh,000000000'
 [2023-04-04 11:50:01,424] Order_05 - Step 68: Verify 'Country' in 'Billing Address' is 'Viet Nam'
 [2023-04-04 11:50:01,480] Order_05 - Step 69: Verify 'Payment Method' in 'Billing Address' is 'Check / Money Order'
 [2023-04-04 11:50:01,571] Order_05 - Step 70: Verify 'Payment Statuc' in 'Billing Address' is 'Pending'
 [2023-04-04 11:50:01,680] Order_05 - Step 71: Verify 'Name' in 'Shipping Address' is 'Auto Test'
 [2023-04-04 11:50:01,778] Order_05 - Step 72: Verify 'Email' in 'Shipping Address' is 'johnwick111222@gmail.com'
 [2023-04-04 11:50:01,866] Order_05 - Step 73: Verify 'Phone' in 'Shipping Address' is '0987654321'
 [2023-04-04 11:50:01,959] Order_05 - Step 74: Verify 'Address' in 'Shipping Address' is 'Go Vap District'
 [2023-04-04 11:50:02,052] Order_05 - Step 75: Verify 'City Stale Zip' in 'Shipping Address' is 'Ho Chi Minh,000000000'
 [2023-04-04 11:50:02,158] Order_05 - Step 76: Verify 'Country' in 'Shipping Address' is 'Viet Nam'
 [2023-04-04 11:50:02,247] Order_05 - Step 77: Verify 'Shipping Method' in 'Shipping Address' is '2nd Day Air'
 [2023-04-04 11:50:02,341] Order_05 - Step 78: Verify 'Shipping Status' in 'Shipping Address' is displayed
 [2023-04-04 11:50:02,435] Order_05 - Step 79: Verify 'SKU' is displayed
 [2023-04-04 11:50:12,537] Order_05 - Step 80: Verify 'Product name' is displayed
 [2023-04-04 11:50:12,644] Order_05 - Step 81: Verify 'Price' is displayed
 [2023-04-04 11:50:12,745] Order_05 - Step 82: Verify 'Quantity' is displayed
 [2023-04-04 11:50:12,849] Order_05 - Step 83: Verify 'Total price' is displayed ''
 [2023-04-04 11:50:12,966] Order_05 - Step 84: Verify 'Sub-total price' is displayed ''
 [2023-04-04 11:50:23,096] Order_05 - Step 85: Verify 'Shipping price' is displayed ''
 [2023-04-04 11:50:23,222] Order_05 - Step 86: Verify 'Tax price' is displayed ''
 [2023-04-04 11:50:23,327] Order_05 - Step 87: Verify 'Total price' is displayed ''
 [2023-04-04 11:50:33,376] OS name = windows 11
 [2023-04-04 11:50:33,376] Driver instance name = firefoxdriver: firefox on windows (fbc5b871-0b56-41fc-be28-9d0d9262583b)
 [2023-04-04 12:25:07,237] Pre-Condition- Step 01: Open browser and navigate to website
 [2023-04-04 12:25:12,116] Pre-Condition - Step 02: Click to 'Register' link
 [2023-04-04 12:25:12,732] Pre-Condition - Step 03: Enter to Firstname textbox with value 'ABC'
 [2023-04-04 12:25:12,872] Pre-Condition - Step 04: Enter to Lastname textbox with value 'XYZ'
 [2023-04-04 12:25:13,007] Pre-Condition - Step 05: Enter to Email textbox with value 'automationvn7236@gmail.com'
 [2023-04-04 12:25:13,129] Pre-Condition - Step 06: Enter to Password textbox with value '0000000000'
 [2023-04-04 12:25:13,260] Pre-Condition - Step 07: Enter to Confirm Password textbox with value '0000000000'
 [2023-04-04 12:25:13,384] Pre-Condition - Step 08: Click to 'Register' button
 [2023-04-04 12:25:14,192] Pre-Condition- Step 09: Navigate to 'Login' page
 [2023-04-04 12:25:14,692] Pre-Condition - Step 10: Enter to  Email textbox with value 'automationvn7236@gmail.com' 
 [2023-04-04 12:25:14,820] Pre-Condition - Step 11: Enter to  Password textbox with value '0000000000'
 [2023-04-04 12:25:14,936] Pre-Condition - Step 12: Click to 'Login' button
 [2023-04-04 12:25:15,728] Pre-Condition - Step 13: Select 'Build your own computer'
 [2023-04-04 12:25:19,534] Order_01 - Step 01: Select '2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00]' in 'Processor' dropdown
 [2023-04-04 12:25:19,597] Order_01 - Step 02: Select '8GB [+$60.00]' in 'RAM' dropdown
 [2023-04-04 12:25:19,913] Order_01 - Step 03: Check to '400 GB [+$100.00]'
 [2023-04-04 12:25:20,221] Order_01 - Step 04: Check to 'Vista Premium [+$60.00]'
 [2023-04-04 12:25:20,502] Order_01 - Step 05: Check all 'Software ' checkbox
 [2023-04-04 12:25:21,098] Order_01 - Step 06: Click to 'Add to cart' button
 [2023-04-04 12:25:21,377] Order_01 - Step 07: Verify product added to shopping cart message is displayed
 [2023-04-04 12:25:21,548] Order_01 - Step 08: Close product added to shopping cart message
 [2023-04-04 12:25:21,845] Order_01 - Step 09: Click to 'Shopping cart' link
 [2023-04-04 12:25:33,510] Order_01 - Step 10: Verify product is displayed in shopping cart
 [2023-04-04 12:25:33,616] Order_01 - Step 11: Verify product Info is displayed in shopping cart
 [2023-04-04 12:25:33,691] Order_01 - Step 12: Verify product Price is displayed in shopping cart
 [2023-04-04 12:25:33,776] Order_02 - Step 01: Click to 'Edit'
 [2023-04-04 12:25:35,754] Order_01 - Step 02: Select '2.2 GHz Intel Pentium Dual-Core E2200' in 'Processor' dropdown
 [2023-04-04 12:25:36,049] Order_02 - Step 03: Select '4GB [+$20.00]' in 'RAM' dropdown
 [2023-04-04 12:25:36,332] Order_02 - Step 04: Check to '320 GB'
 [2023-04-04 12:25:36,600] Order_02 - Step 05: Check to 'Vista Home [+$50.00]'
